Sala: 204 Predio: CAA Capacidade: 55 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,AA Curso: Curso9 Predio: CAB Capacidade: 55 Periodo: 7,VAZIO, AA Curso: Curso9 Predio: CAB Capacidade: 55 Periodo: 7,VAZIO, AAAA Curso: Curso11 Predio: CAB Capacidade: 45 Periodo: 4,VAZIO, 
08:50-09:40,AA Curso: Curso9 Predio: CAB Capacidade: 55 Periodo: 7,VAZIO, AA Curso: Curso9 Predio: CAB Capacidade: 55 Periodo: 7,VAZIO, AAAA Curso: Curso11 Predio: CAB Capacidade: 45 Periodo: 4,VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, AAAA Curso: Curso11 Predio: CAB Capacidade: 45 Periodo: 4,VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, AAAA Curso: Curso11 Predio: CAB Capacidade: 45 Periodo: 4,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, AAAA Curso: Curso6 Predio: CAB Capacidade: 55 Periodo: 7,VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, AAAA Curso: Curso6 Predio: CAB Capacidade: 55 Periodo: 7,VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 201 Predio: CAB Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,A Curso: Curso16 Predio: CAB Capacidade: 50 Periodo: 8,VAZIO, A Curso: Curso16 Predio: CAB Capacidade: 50 Periodo: 8,VAZIO, AAAA Curso: Curso1 Predio: CAB Capacidade: 45 Periodo: 6,VAZIO, 
08:50-09:40,A Curso: Curso16 Predio: CAB Capacidade: 50 Periodo: 8,VAZIO, A Curso: Curso16 Predio: CAB Capacidade: 50 Periodo: 8,VAZIO, AAAA Curso: Curso1 Predio: CAB Capacidade: 45 Periodo: 6,VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, AAAA Curso: Curso1 Predio: CAB Capacidade: 45 Periodo: 6,VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, AAAA Curso: Curso1 Predio: CAB Capacidade: 45 Periodo: 6,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, AA Curso: Curso13 Predio: CAB Capacidade: 35 Periodo: 6,VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, AA Curso: Curso13 Predio: CAB Capacidade: 35 Periodo: 6,VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 202 Predio: CAB Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,AAAA Curso: Curso13 Predio: CAB Capacidade: 35 Periodo: 7,VAZIO, AAAA Curso: Curso13 Predio: CAB Capacidade: 35 Periodo: 7,VAZIO, A Curso: Curso13 Predio: CAB Capacidade: 45 Periodo: 7,VAZIO, 
08:50-09:40,AAAA Curso: Curso13 Predio: CAB Capacidade: 35 Periodo: 7,VAZIO, AAAA Curso: Curso13 Predio: CAB Capacidade: 35 Periodo: 7,VAZIO, A Curso: Curso13 Predio: CAB Capacidade: 45 Periodo: 7,VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, A Curso: Curso13 Predio: CAB Capacidade: 45 Periodo: 7,VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, A Curso: Curso13 Predio: CAB Capacidade: 45 Periodo: 7,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 203 Predio: CAB Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 206 Predio: CAB Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 208 Predio: CAB Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 301 Predio: CAB Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 302 Predio: CAB Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 303 Predio: CAB Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,VAZIO, VAZIO, VAZIO, VAZIO, AA Curso: Curso14 Predio: CAB Capacidade: 30 Periodo: 1,VAZIO, 
14:50-15:40,VAZIO, VAZIO, VAZIO, VAZIO, AA Curso: Curso14 Predio: CAB Capacidade: 30 Periodo: 1,VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 306 Predio: CAB Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:50-09:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,AA Curso: Curso1 Predio: CAB Capacidade: 30 Periodo: 3,AA Curso: Curso1 Predio: CAB Capacidade: 30 Periodo: 3,VAZIO, VAZIO, AAAA Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 1,VAZIO, 
14:50-15:40,AA Curso: Curso1 Predio: CAB Capacidade: 30 Periodo: 3,AA Curso: Curso1 Predio: CAB Capacidade: 30 Periodo: 3,VAZIO, VAZIO, AAAA Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 1,VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 309 Predio: CAB Capacidade: 50 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,AA Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 4,A Curso: Curso2 Predio: CAB Capacidade: 30 Periodo: 7,AA Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 4,A Curso: Curso2 Predio: CAB Capacidade: 30 Periodo: 7,A Curso: Curso11 Predio: CAB Capacidade: 30 Periodo: 7,VAZIO, 
08:50-09:40,AA Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 4,A Curso: Curso2 Predio: CAB Capacidade: 30 Periodo: 7,AA Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 4,A Curso: Curso2 Predio: CAB Capacidade: 30 Periodo: 7,A Curso: Curso11 Predio: CAB Capacidade: 30 Periodo: 7,VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, A Curso: Curso11 Predio: CAB Capacidade: 30 Periodo: 7,VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, A Curso: Curso11 Predio: CAB Capacidade: 30 Periodo: 7,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,AAAA Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 3,AAAA Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 3,VAZIO, VAZIO, A Curso: Curso7 Predio: CAB Capacidade: 55 Periodo: 3,VAZIO, 
14:50-15:40,AAAA Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 3,AAAA Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 3,VAZIO, VAZIO, A Curso: Curso7 Predio: CAB Capacidade: 55 Periodo: 3,VAZIO, 
16:00-16:50,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
16:50-17:40,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 107 Predio: CAB Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,AAAA Curso: Curso2 Predio: CAB Capacidade: 35 Periodo: 1,AAA Curso: Curso15 Predio: CAB Capacidade: 35 Periodo: 2,AAAA Curso: Curso2 Predio: CAB Capacidade: 35 Periodo: 1,AAA Curso: Curso15 Predio: CAB Capacidade: 35 Periodo: 2,AA Curso: Curso12 Predio: CAB Capacidade: 35 Periodo: 5,VAZIO, 
08:50-09:40,AAAA Curso: Curso2 Predio: CAB Capacidade: 35 Periodo: 1,AAA Curso: Curso15 Predio: CAB Capacidade: 35 Periodo: 2,AAAA Curso: Curso2 Predio: CAB Capacidade: 35 Periodo: 1,AAA Curso: Curso15 Predio: CAB Capacidade: 35 Periodo: 2,AA Curso: Curso12 Predio: CAB Capacidade: 35 Periodo: 5,VAZIO, 
10:00-10:50,A Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 4,A Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 4,A Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 4,A Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 4,AA Curso: Curso12 Predio: CAB Capacidade: 35 Periodo: 5,VAZIO, 
10:50-11:40,A Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 4,A Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 4,A Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 4,A Curso: Curso9 Predio: CAB Capacidade: 30 Periodo: 4,AA Curso: Curso12 Predio: CAB Capacidade: 35 Periodo: 5,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,AA Curso: Curso6 Predio: CAB Capacidade: 40 Periodo: 5,AA Curso: Curso6 Predio: CAB Capacidade: 40 Periodo: 5,AAA Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 5,AAA Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 5,A Curso: Curso11 Predio: CAB Capacidade: 40 Periodo: 2,VAZIO, 
14:50-15:40,AA Curso: Curso6 Predio: CAB Capacidade: 40 Periodo: 5,AA Curso: Curso6 Predio: CAB Capacidade: 40 Periodo: 5,AAA Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 5,AAA Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 5,A Curso: Curso11 Predio: CAB Capacidade: 40 Periodo: 2,VAZIO, 
16:00-16:50,AAAA Curso: Curso2 Predio: CAB Capacidade: 40 Periodo: 3,AAAA Curso: Curso2 Predio: CAB Capacidade: 40 Periodo: 3,AAA Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 5,AAA Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 5,VAZIO, VAZIO, 
16:50-17:40,AAAA Curso: Curso2 Predio: CAB Capacidade: 40 Periodo: 3,AAAA Curso: Curso2 Predio: CAB Capacidade: 40 Periodo: 3,AAA Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 5,AAA Curso: Curso1 Predio: CAB Capacidade: 35 Periodo: 5,VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



Sala: 207 Predio: CAB Capacidade: 40 Tipo: S,Segunda,Terça,Quarta,Quinta,Sexta,Sabado
07:00-08:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
08:00-08:50,AAAA Curso: Curso8 Predio: CAB Capacidade: 40 Periodo: 3,A Curso: Curso3 Predio: CAB Capacidade: 40 Periodo: 7,AAAA Curso: Curso8 Predio: CAB Capacidade: 40 Periodo: 3,A Curso: Curso3 Predio: CAB Capacidade: 40 Periodo: 7,AAAA Curso: Curso8 Predio: CAB Capacidade: 40 Periodo: 3,VAZIO, 
08:50-09:40,AAAA Curso: Curso8 Predio: CAB Capacidade: 40 Periodo: 3,A Curso: Curso3 Predio: CAB Capacidade: 40 Periodo: 7,AAAA Curso: Curso8 Predio: CAB Capacidade: 40 Periodo: 3,A Curso: Curso3 Predio: CAB Capacidade: 40 Periodo: 7,AAAA Curso: Curso8 Predio: CAB Capacidade: 40 Periodo: 3,VAZIO, 
10:00-10:50,VAZIO, VAZIO, VAZIO, VAZIO, AAA Curso: Curso12 Predio: CAC Capacidade: 35 Periodo: 8,VAZIO, 
10:50-11:40,VAZIO, VAZIO, VAZIO, VAZIO, AAA Curso: Curso12 Predio: CAC Capacidade: 35 Periodo: 8,VAZIO, 
11:40-12:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

13:10-14:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
14:00-14:50,AAA Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 4,AAA Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 4,A Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 7,A Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 7,AA Curso: Curso10 Predio: CAB Capacidade: 35 Periodo: 2,VAZIO, 
14:50-15:40,AAA Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 4,AAA Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 4,A Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 7,A Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 7,AA Curso: Curso10 Predio: CAB Capacidade: 35 Periodo: 2,VAZIO, 
16:00-16:50,AA Curso: Curso8 Predio: CAB Capacidade: 40 Periodo: 4,AA Curso: Curso8 Predio: CAB Capacidade: 40 Periodo: 4,A Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 7,A Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 7,VAZIO, VAZIO, 
16:50-17:40,AA Curso: Curso8 Predio: CAB Capacidade: 40 Periodo: 4,AA Curso: Curso8 Predio: CAB Capacidade: 40 Periodo: 4,A Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 7,A Curso: Curso9 Predio: CAB Capacidade: 35 Periodo: 7,VAZIO, VAZIO, 
17:40-18:30,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 

18:50-19:35,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
19:35-20:20,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
20:30-21:15,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 
21:15-22:00,VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, VAZIO, 



